Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_476,57,Male,Self-Employed,144992,2,LN_476,1236944,12,6.2,Auto,1597246.3578980200,433475.76209943100,36122.98,Missed,2,111,Partially Recovered,4,Legal Notice,No
BRW_477,32,Female,Salaried,99416,0,LN_477,1255046,48,15.6,Home,1382287.6723814000,572145.906555154,11919.71,Delayed,1,162,Fully Recovered,2,Legal Notice,No
BRW_478,23,Male,Self-Employed,201186,3,LN_478,347986,24,16.63,Home,292036.91475616300,250017.848300034,10417.41,Delayed,1,125,Written Off,1,Legal Notice,No
BRW_479,21,Female,Self-Employed,142810,3,LN_479,63261,60,15.71,Home,66082.15268089070,52716.29598109280,878.6,Delayed,3,23,Partially Recovered,0,Calls,No
BRW_480,53,Male,Business Owner,53067,2,LN_480,1175285,48,16.68,Home,635909.3074579720,559027.2033380090,11646.4,On-Time,1,120,Partially Recovered,7,Legal Notice,No
BRW_481,60,Male,Salaried,188757,0,LN_481,1718849,60,12.19,Personal,0.0,650931.5253983520,10848.86,On-Time,1,89,Partially Recovered,6,Settlement Offer,No
BRW_482,30,Female,Salaried,33073,0,LN_482,418760,24,15.56,Home,521282.9486289060,395327.53880157200,16471.98,Missed,1,104,Fully Recovered,1,Debt Collectors,No
BRW_483,63,Male,Salaried,51035,2,LN_483,903605,48,9.99,Auto,854770.1603229490,641044.9198484180,13355.1,On-Time,3,85,Partially Recovered,2,Debt Collectors,No
BRW_484,64,Male,Salaried,211049,1,LN_484,1392501,36,13.66,Business,724132.867425301,288413.6569752030,8011.49,On-Time,3,82,Fully Recovered,3,Settlement Offer,No
BRW_485,49,Male,Self-Employed,248782,0,LN_485,325796,72,17.85,Business,183262.5115163260,52790.38428628040,733.2,Delayed,2,171,Fully Recovered,1,Debt Collectors,No
BRW_486,33,Male,Salaried,105373,1,LN_486,1365823,72,7.93,Business,1212122.1080164200,730981.4570704490,10152.52,On-Time,3,26,Written Off,8,Calls,No
BRW_487,32,Female,Self-Employed,98362,0,LN_487,1386220,72,10.07,Home,1501860.578093740,413205.926220445,5738.97,On-Time,3,41,Partially Recovered,8,Legal Notice,No
BRW_488,51,Male,Salaried,105517,0,LN_488,820692,60,11.24,Home,791314.4672734190,269668.12969607800,4494.47,Missed,0,0,Fully Recovered,2,Legal Notice,No
BRW_489,22,Male,Self-Employed,80450,0,LN_489,1723200,60,6.79,Auto,1928612.8795578400,1533515.2463005300,25558.59,Delayed,1,84,Fully Recovered,0,Legal Notice,No
BRW_490,55,Male,Self-Employed,25382,0,LN_490,478745,24,6.05,Business,469310.9749250680,86465.85768018090,3602.74,On-Time,3,105,Partially Recovered,6,Calls,No
BRW_491,43,Female,Salaried,150509,3,LN_491,687787,36,15.79,Personal,0.0,511595.0248488390,14210.97,Missed,6,177,Fully Recovered,0,Calls,No
BRW_492,37,Male,Salaried,217043,1,LN_492,723812,48,17.7,Personal,0.0,249011.61503351900,5187.74,Delayed,0,0,Fully Recovered,3,Calls,No
BRW_493,46,Female,Salaried,210684,1,LN_493,885825,60,10.26,Personal,0.0,694748.4720527880,11579.14,Delayed,3,126,Fully Recovered,0,Settlement Offer,No
BRW_494,28,Male,Salaried,236427,0,LN_494,1522966,72,6.14,Home,1769235.458737350,1142483.7788958200,15867.83,On-Time,3,73,Fully Recovered,3,Calls,No
BRW_495,49,Female,Salaried,76929,0,LN_495,1556242,24,5.86,Personal,0.0,165977.42873872300,6915.73,On-Time,0,0,Partially Recovered,1,Debt Collectors,No
BRW_496,46,Female,Salaried,248483,1,LN_496,740796,72,16.59,Personal,0.0,413528.5296156020,5743.45,Delayed,2,169,Fully Recovered,2,Settlement Offer,No
BRW_497,30,Female,Salaried,243590,3,LN_497,1408126,60,11.03,Personal,0.0,317374.04689876200,5289.57,Delayed,2,102,Partially Recovered,9,Settlement Offer,No
BRW_498,46,Female,Salaried,113864,2,LN_498,375203,48,9.16,Personal,0.0,330030.18249879000,6875.63,Delayed,3,140,Fully Recovered,3,Settlement Offer,No
BRW_499,54,Male,Salaried,158401,2,LN_499,1769890,24,11.19,Auto,1272774.0306002000,1565339.0243974100,65222.46,On-Time,3,9,Partially Recovered,9,Calls,No
BRW_500,61,Male,Self-Employed,40169,1,LN_500,394866,12,9.14,Personal,0.0,188158.08205964700,15679.84,On-Time,1,116,Written Off,6,Settlement Offer,Yes
